Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Abnormal vascular morphology,"1000, 10019, 100506658, 10056, 10060, 10082, 10084, 10095, 101101692, 10128, 10157, 10225, 1024, 10262, 10269, 10277, 10293, 103, 10309, 10312, 10370, 10459, 10491, 10507, 10516, 10526, 10564, 10568, 10577, 10621, 10630, 10664, 10735, 10743, 10847, 1108, 11093, 11117, 11146, 11193, 11198, 11224, 11231, 11235, 11274, 112752, 11277, 11280, 1131, 114548, 1146, 1147, 116519, 1181, 1182, 1186, 1188, 1230, 123606, 123872, 126792, 1272, 1277, 1278, 1281, 1282, 1284, 1289, 128989, 1290, 129563, 129607, 1312, 132, 132158, 1349, 135228, 135886, 1376, 137814, 1387, 139212, 1399, 140628, 1438, 1439, 145173, 145873, 146862, 1471, 147372, 1482, 1493, 1509, 151188, 152110, 1523, 1545, 155368, 155382, 157570, 1581, 1584, 1585, 1593, 1604, 161582, 1641, 165, 1654, 165918, 168507, 170302, 170691, 171019, 1717, 1718, 1725, 1729, 1743, 1760, 1767, 1770, 1776, 1785, 1788, 182, 1822, 1837, 1859, 1889, 189, 19, 1906, 1954, 1956, 196528, 197131, 1974, 200373, 2006, 200734, 2022, 203286, 2033, 2034, 2050, 2053, 2055, 2057, 207, 2072, 2074, 2099, 213, 2131, 2132, 2146, 2147, 2153, 2157, 2159, 2161, 2162, 2165, 2175, 2176, 2177, 2182, 2186, 2187, 2200, 2201, 220136, 2202, 221037, 221421, 221496, 2218, 2239, 2243, 2244, 2253, 2255, 2260, 2261, 2263, 2266, 2271, 22800, 22808, 22827, 22884, 2294, 2296, 23007, 2301, 2302, 2303, 2304, 23095, 23118, 23126, 23129, 2313, 2316, 2317, 2318, 23236, 2324, 23299, 2332, 23327, 2335, 23363, 23384, 23387, 23389, 23395, 23414, 23476, 23483, 23493, 23522, 2353, 23545, 23556, 23630, 23639, 241, 246176, 249, 25, 2530, 253738, 2542, 2548, 255738, 257, 2581, 25836, 25839, 25885, 2591, 25939, 25942, 25974, 25978, 25981, 26005, 26119, 2619, 26191, 26227, 26229, 2623, 26235, 2624, 2626, 2627, 26275, 2629, 2639, 2657, 2658, 2677, 2697, 27019, 2702, 27031, 27148, 27152, 2717, 2719, 2720, 2736, 2737, 27429, 2752, 2760, 2767, 2773, 2776, 2783, 2811, 2812, 284058, 284086, 284119, 285, 28514, 285590, 2859, 286, 286053, 286204, 28952, 2896, 28976, 2908, 29089, 29110, 2969, 2972, 29887, 2990, 29925, 30008, 3026, 3032, 3052, 3055, 3073, 3074, 3075, 3081, 3106, 3110, 3115, 3123, 3190, 3198, 3248, 3265, 3291, 331, 3339, 335, 336, 337867, 338, 338328, 339829, 340419, 3417, 3426, 345643, 3458, 345895, 3459, 3476, 348, 3481, 3490, 351, 3516, 352909, 355, 356, 3569, 3579, 3586, 3592, 3673, 3674, 368, 3690, 3708, 3712, 3717, 374407, 374879, 375, 3756, 3762, 3764, 3782, 3785, 3791, 3798, 3845, 388015, 388753, 3913, 3931, 3949, 3955, 3977, 3980, 3984, 3988, 3990, 3998, 4000, 400569, 4010, 4015, 4023, 4040, 4041, 4052, 4053, 4067, 4087, 4088, 4089, 4091, 4094, 4131, 4137, 4144, 4179, 4191, 4204, 4205, 421, 4210, 4212, 4247, 4256, 4261, 427, 4297, 4313, 4323, 4351, 4352, 440275, 445, 4485, 4488, 4508, 4512, 4513, 4514, 4519, 4524, 4535, 4536, 4538, 4539, 4540, 4541, 4564, 4598, 4607, 4613, 4615, 4621, 4624, 4625, 4629, 4638, 4653, 4693, 4702, 473, 4758, 4763, 4771, 4774, 4784, 4795, 4796, 4838, 4841, 4846, 4851, 4853, 4854, 4860, 4864, 4883, 4893, 490, 4907, 4920, 4953, 4990, 5048, 50485, 5053, 5054, 5062, 50628, 5087, 50937, 50940, 51008, 51021, 51025, 51082, 51085, 51111, 51117, 51126, 5116, 51314, 51322, 51339, 51341, 51473, 51506, 5155, 5159, 51604, 51626, 5167, 51684, 51715, 51726, 51752, 51780, 51816, 523, 5236, 5238, 526, 5277, 5286, 529, 5290, 5293, 5294, 5295, 5296, 5310, 5311, 5318, 5325, 5331, 5332, 5345, 5351, 5361, 5373, 538, 54, 54209, 54345, 54361, 54453, 54487, 54499, 54538, 54539, 54567, 546, 54664, 5468, 54768, 54790, 54820, 54870, 54880, 54897, 54903, 54919, 54970, 5500, 55027, 55033, 55036, 55072, 55107, 55109, 55120, 55148, 55159, 55172, 5518, 55191, 55215, 55249, 55252, 55384, 55503, 5557, 55593, 55636, 55644, 55654, 5567, 55690, 55697, 5573, 55768, 55788, 55790, 5580, 5583, 5589, 5590, 55901, 5592, 5594, 55997, 56006, 5604, 5621, 5624, 5627, 5648, 5654, 5660, 5663, 56683, 567, 56896, 56922, 57003, 57057, 57104, 57165, 57167, 57178, 5727, 5728, 5745, 57465, 57466, 57468, 57492, 57511, 57514, 57539, 57551, 57572, 57592, 57674, 57688, 57697, 57728, 5777, 5781, 58, 5824, 5826, 5831, 5879, 5885, 5888, 5889, 5894, 59, 5908, 5921, 5922, 5927, 59336, 595, 5950, 5977, 5979, 5982, 60, 6016, 60529, 6091, 6103, 6125, 6132, 6133, 6134, 6135, 6138, 6141, 6154, 6155, 6160, 6201, 6204, 6210, 6218, 6223, 6224, 6229, 6231, 6232, 6234, 6235, 6237, 6239, 63036, 6309, 6326, 633, 6331, 6335, 6336, 6389, 6390, 6391, 6392, 63976, 64072, 64087, 64093, 64127, 64131, 64220, 64240, 64241, 64324, 6439, 64446, 6469, 6477, 64840, 6491, 64919, 6496, 650, 65082, 653361, 6559, 657, 6575, 6583, 659, 6595, 6597, 6598, 6601, 6602, 6605, 6608, 6609, 6628, 6651, 6654, 6657, 6659, 6663, 6664, 6678, 6711, 672, 673, 6736, 675, 6772, 6773, 6774, 6775, 6786, 6804, 6811, 6850, 6885, 6888, 6899, 6909, 6910, 6925, 6945, 6949, 699, 6997, 70, 701, 7010, 7015, 7021, 7026, 7042, 7043, 7046, 7048, 7049, 7050, 7058, 7066, 7086, 7092, 7099, 71, 713, 7132, 7137, 7145, 7148, 715, 7157, 716, 7169, 7170, 7174, 720, 7204, 7248, 7249, 7276, 727676, 7283, 7287, 7290, 7291, 7317, 7319, 7355, 7372, 7386, 7403, 7415, 7424, 7428, 7439, 745, 7450, 7454, 7456, 7486, 7490, 7516, 7528, 7535, 7546, 7547, 7703, 775, 7750, 776, 7798, 7840, 7852, 78987, 79068, 79184, 79576, 79633, 79709, 79728, 79796, 79813, 79875, 79903, 79925, 7994, 79971, 79989, 80114, 80169, 80204, 80206, 80232, 80331, 8076, 80781, 8085, 8092, 81031, 811, 81704, 81794, 81857, 8195, 8214, 8216, 8220, 8239, 8241, 8243, 8260, 8289, 8295, 8312, 8314, 8322, 83544, 83605, 8382, 83854, 83861, 83987, 8402, 84172, 84196, 84231, 8425, 84277, 8443, 84464, 84665, 847, 84720, 8481, 84919, 8496, 84976, 84984, 85016, 8514, 8517, 85358, 85452, 85465, 8550, 857, 8600, 8626, 867, 875, 8788, 8813, 8815, 8854, 8883, 889, 8928, 8942, 8974, 89765, 8985, 89910, 89970, 90121, 90411, 90417, 9051, 90952, 9101, 91147, 91252, 9126, 9158, 91754, 9203, 92579, 92749, 92949, 93, 9319, 9321, 9325, 9342, 93627, 93649, 93986, 94, 9451, 9469, 9487, 9496, 9508, 9533, 9562, 9569, 9578, 9681, 9702, 9723, 9742, 9757, 9759, 9772, 9780, 9791, 9820, 9839, 9894, 9896, 9949, 9968, 998, 9993","10555, 11184, 1380, 147968, 171024, 1891, 23495, 26580, 27335, 29851, 3423, 359948, 3960, 3963, 4790, 4791, 653499, 81, 8742, 930, 931, 975","100128908, 100131801, 100147744, 100151683, 10102, 10112, 101928376, 10195, 10283, 10297, 10525, 10535, 10560, 10683, 10730, 10842, 10848, 10894, 10992, 11014, 11020, 11128, 11285, 113179, 113246, 114049, 115399, 115948, 1161, 118856, 118924, 121340, 124583, 128, 134353, 134701, 1373, 139285, 148979, 149233, 1499, 1500, 153241, 160418, 1615, 161742, 162417, 164781, 1663, 166929, 1798, 1834, 1857, 202018, 2068, 2071, 2073, 2077, 2078, 2155, 2178, 2188, 2189, 22873, 2300, 23013, 23137, 23184, 23187, 23193, 23194, 23394, 23543, 23600, 2517, 2563, 25790, 258, 2582, 26038, 26047, 2622, 26608, 26834, 2690, 2703, 27063, 27125, 27161, 285203, 29123, 2982, 29880, 29957, 29969, 2997, 29995, 29998, 3020, 3043, 3053, 3113, 326, 340665, 348180, 3593, 3594, 3703, 374654, 375056, 3799, 3832, 3835, 387733, 388389, 4054, 4068, 4149, 415, 4281, 442721, 444, 4511, 4558, 4566, 4567, 4568, 4572, 4574, 4575, 4577, 4578, 4594, 4668, 4750, 4878, 4882, 5009, 5033, 5034, 50814, 5095, 5096, 51057, 51360, 51364, 51434, 51592, 51594, 51611, 51744, 5176, 5189, 5193, 5337, 5346, 5352, 5358, 5422, 54344, 5456, 5476, 5479, 54809, 54892, 54914, 54916, 54949, 54982, 55130, 55151, 55181, 55209, 55315, 5538, 55603, 55780, 55784, 5587, 5605, 5629, 5649, 5657, 56937, 57020, 57061, 57096, 5718, 57231, 57582, 57619, 5784, 57863, 5832, 58499, 60681, 6097, 613, 6165, 6299, 6323, 63895, 64132, 64135, 64175, 64359, 64411, 64412, 649, 6497, 6499, 65062, 65250, 6638, 6655, 6674, 6722, 6748, 6812, 6872, 6874, 6911, 7044, 7075, 7139, 7353, 7458, 7461, 7466, 7471, 7481, 7543, 7707, 7862, 79053, 79087, 79228, 79621, 79645, 79751, 79879, 79987, 80155, 8036, 808, 81614, 8294, 8302, 833, 83475, 83479, 83538, 83595, 83871, 83990, 84068, 84148, 84153, 84163, 84168, 843, 84656, 84667, 8468, 8510, 85365, 85459, 85478, 8642, 8701, 871, 8726, 8772, 8802, 8828, 8829, 89866, 90268, 9031, 90993, 9103, 9129, 9149, 9184, 91869, 9200, 92002, 9213, 92344, 9276, 92935, 93166, 93233, 94025, 9421, 9464, 9620, 9632, 9652, 9871, 9897, 9939",956,22,302,1258
Abnormal ventricular axis,"23129, 2548, 4625, 51422, 7139","10021, 1901, 5318, 5781, 5894, 6016, 6654, 6655, 673, 8216",,5,10,0,5
Abnormal ventricular septum morphology,"10000, 10082, 10084, 10236, 1024, 10274, 10293, 10312, 10324, 10367, 10526, 10617, 10735, 10743, 10848, 10907, 1107, 1108, 11193, 11224, 11284, 1131, 114049, 126792, 1312, 132884, 1349, 135886, 136647, 137814, 1399, 140628, 140679, 145173, 147372, 1482, 1487, 150094, 1523, 157570, 157680, 168507, 170302, 170691, 171023, 1717, 1788, 1802, 182, 1837, 1855, 1857, 1859, 1889, 1892, 197131, 200424, 2006, 2033, 2068, 2071, 2121, 2176, 2187, 219844, 2200, 2201, 221037, 221496, 2239, 2263, 2271, 22800, 22872, 22884, 2294, 23013, 2303, 23118, 23312, 23314, 23327, 23345, 23384, 23476, 23499, 23511, 23522, 23545, 2542, 25836, 25885, 26123, 26128, 26160, 26227, 2623, 2626, 2627, 26276, 2657, 26580, 2703, 27125, 2717, 2719, 2735, 2737, 2783, 2812, 284058, 285590, 286204, 28952, 28981, 29123, 2992, 3052, 3190, 3209, 3265, 340419, 3417, 3480, 3643, 37, 3736, 374969, 392255, 3954, 3984, 4036, 4041, 4053, 407975, 4087, 4212, 4222, 4247, 4256, 4281, 4313, 4323, 4607, 4613, 4621, 4625, 4633, 473, 4750, 4763, 4838, 4841, 4851, 4853, 4854, 4920, 4990, 5053, 51085, 51117, 51126, 5119, 51227, 51322, 51341, 5160, 51611, 51626, 51633, 51715, 51780, 5189, 5190, 5236, 5296, 5297, 5325, 5337, 53834, 54361, 54487, 546, 54916, 5500, 55148, 5515, 55209, 55215, 5528, 55384, 55593, 55617, 55636, 5566, 5567, 55670, 55690, 55697, 55770, 55790, 55869, 5594, 56006, 5604, 5605, 5648, 56896, 5700, 57122, 5718, 57217, 57465, 57466, 57492, 57511, 57514, 57538, 57551, 5781, 5828, 5830, 5879, 5885, 5908, 5915, 5927, 59336, 6016, 6125, 6133, 6138, 6155, 6160, 6204, 6218, 6223, 6224, 6229, 6231, 6235, 6239, 6261, 6304, 63894, 63895, 64121, 64131, 64132, 64220, 64324, 64359, 64840, 650, 65062, 653361, 6558, 6598, 6602, 6606, 6628, 6651, 6657, 6659, 6664, 6711, 673, 6792, 6804, 6811, 6888, 6899, 6910, 6926, 7021, 7026, 7043, 7074, 7080, 7139, 7175, 7204, 7283, 7290, 7319, 7372, 7386, 7403, 7461, 7468, 7490, 7547, 775, 7750, 776, 79068, 79228, 79576, 79639, 79728, 79751, 79813, 7994, 79989, 8036, 8048, 808, 8085, 815, 81794, 81857, 8195, 8214, 8216, 8243, 8260, 8289, 8295, 8312, 8314, 83700, 84148, 84231, 84277, 84665, 8468, 8493, 8496, 8504, 8573, 8621, 8772, 8788, 8792, 8799, 8854, 8883, 894, 89910, 90416, 9126, 9158, 91754, 91801, 91949, 9231, 93, 9343, 93627, 9409, 9469, 9573, 9632, 9702, 9772, 9896, 9968, 9993","1719, 3198, 5587, 659, 8239","100128908, 100151683, 10060, 10225, 10262, 10283, 10297, 10370, 10491, 10524, 10560, 10664, 10815, 10894, 10992, 11014, 11020, 11117, 11285, 115948, 118924, 121340, 123263, 123606, 124583, 1277, 1278, 1281, 131118, 1387, 139285, 150468, 155368, 155382, 16, 161742, 164781, 165, 1663, 166929, 1801, 1822, 1828, 1834, 196528, 200734, 202018, 2050, 2065, 2078, 2132, 2202, 2260, 22808, 22827, 23007, 23129, 2313, 2317, 23184, 23187, 23194, 2324, 23241, 23389, 23395, 23483, 249, 25, 258, 26005, 26038, 26229, 2624, 26608, 26834, 2697, 2702, 27145, 27245, 27316, 2775, 285, 285203, 2902, 2917, 2961, 2969, 2972, 29969, 30008, 3476, 348180, 372, 374654, 374879, 375056, 3799, 3832, 3835, 3845, 387733, 388015, 3930, 3977, 4015, 404672, 4054, 4088, 4089, 415, 421, 439, 444, 4519, 4668, 4713, 4718, 4761, 4784, 4882, 4883, 4893, 5033, 5034, 51244, 51360, 51594, 51729, 5176, 51816, 5192, 5193, 5194, 5195, 523, 5290, 5351, 5352, 5358, 5373, 5422, 54345, 54539, 54567, 5479, 54880, 54914, 55027, 55033, 55112, 55151, 55181, 55249, 55315, 55603, 55699, 55719, 5629, 5649, 56937, 57003, 57020, 57061, 57165, 57167, 5784, 5824, 58499, 5894, 5921, 5922, 5977, 5982, 60681, 6097, 6123, 613, 6132, 6134, 6135, 6141, 6154, 6165, 6201, 6210, 6232, 6234, 6237, 6299, 6324, 6326, 633, 64175, 64411, 64412, 64864, 649, 6497, 6499, 6597, 6601, 6605, 6654, 6655, 667, 6678, 6885, 6897, 7042, 7046, 7048, 7075, 7086, 7248, 7249, 7353, 7424, 745, 7458, 7471, 7481, 7543, 7737, 7862, 79053, 79087, 79633, 79645, 79796, 79875, 79879, 79987, 80184, 80232, 8076, 81031, 81603, 81614, 8220, 8318, 833, 83475, 83479, 83871, 84068, 84163, 85358, 8565, 8626, 8642, 867, 871, 875, 8828, 8829, 8985, 89866, 90121, 9031, 90459, 9091, 90993, 92344, 9276, 93233, 9361, 93649, 9439, 9487, 9508, 9569, 9620, 9652, 9780, 9839, 9871, 9897, 9939, 998",358,5,280,638
Abnormal vertebral segmentation and fusion,"2316, 392255, 4222, 57167, 81839, 9573",,"1123, 168667, 2245, 80199, 9935",6,0,5,11
Abnormal waist to hip ratio,"10644, 169026, 181, 2645, 2820, 3172, 3569, 3651, 3667, 3990, 4544, 5078, 5167, 51738, 5443, 5468, 5506, 56729, 5770, 6514, 6833, 6927, 6928, 6934, 7352, 8660, 9607, 9672","338, 4160, 627, 9429","155, 208, 3159, 3767, 4760, 7466, 8431, 9479",28,4,8,36
Abnormal wrist physiology,"10020, 10269, 2317, 3913, 4000, 4054, 54332, 57167, 6473, 80207",7276,"11285, 124583, 126792, 165, 2316, 26229, 3835, 5033, 55790, 63895, 6399, 64131, 64132, 64412, 6497, 6885, 79158, 8292, 8985, 92344, 9469",10,1,21,31
Abnormality iris morphology,"10413, 10586, 1130, 1277, 1415, 1421, 1545, 1638, 1910, 2006, 2200, 2201, 2202, 2263, 2296, 2301, 2703, 2767, 2776, 3257, 3708, 4010, 4016, 4053, 406960, 4087, 4094, 4286, 444, 4653, 4763, 4935, 5080, 51684, 5308, 54507, 54765, 55636, 5727, 58495, 5925, 5961, 60, 6297, 6299, 6469, 6663, 6678, 6909, 7010, 7020, 7042, 71, 7299, 7439, 7490, 7837, 79977, 8086, 8314, 8626, 9573, 9839",,"10058, 10083, 10155, 10161, 10195, 10277, 10329, 10381, 10459, 10464, 10491, 10518, 10522, 10526, 10585, 1063, 10630, 10716, 10743, 10815, 10908, 11014, 11041, 11117, 11152, 1123, 11234, 112802, 11281, 11285, 113246, 114049, 114902, 116931, 121340, 121391, 124590, 126792, 1278, 1281, 1282, 129563, 1296, 1349, 135886, 1409, 1413, 1414, 1420, 145173, 147183, 1487, 148789, 151188, 153241, 155368, 155382, 157680, 1605, 161742, 165, 1656, 166929, 170691, 1717, 1743, 1749, 1750, 1834, 1859, 1908, 197257, 200734, 200879, 200894, 202018, 207, 2072, 2074, 2077, 2175, 2176, 2177, 2178, 2187, 2188, 2189, 219844, 219854, 220202, 2218, 2248, 2253, 2260, 2271, 22800, 22808, 22827, 22901, 23013, 23078, 23090, 23095, 23096, 23116, 23126, 2313, 2314, 2316, 23184, 23187, 23247, 23322, 23347, 23394, 23451, 23493, 249, 25, 2563, 257, 25776, 258, 25861, 25942, 26123, 26128, 2619, 26229, 26258, 26277, 26608, 26610, 2670, 2697, 27077, 27151, 2719, 27235, 2736, 283120, 283652, 284058, 284252, 28514, 286, 28952, 29089, 2956, 2969, 29925, 29926, 29954, 30008, 3035, 3052, 30813, 3106, 3149, 3166, 3265, 3339, 338917, 340419, 3476, 347733, 3480, 3617, 375056, 3799, 3815, 3845, 387, 387733, 388552, 3913, 3954, 3977, 3981, 3984, 401, 4015, 403, 4036, 4041, 4054, 406987, 4088, 4089, 4144, 4149, 4157, 4191, 4254, 4313, 4323, 4359, 4575, 4591, 4629, 4638, 4644, 4647, 4692, 4693, 473, 4771, 4796, 4838, 4853, 4854, 4867, 4882, 4883, 4893, 4919, 4929, 4948, 4952, 4990, 5033, 5034, 5053, 5077, 50937, 50939, 50945, 51082, 51085, 51132, 51151, 51259, 5130, 51339, 51360, 5144, 5147, 51524, 51594, 5176, 5189, 5190, 5192, 5193, 5194, 5195, 523, 5295, 5351, 5352, 5358, 5376, 53834, 54539, 54551, 5479, 54806, 54872, 54880, 54888, 54897, 54903, 54949, 55033, 55120, 55151, 55159, 55215, 55603, 55605, 55624, 55654, 55670, 55714, 5573, 55733, 5590, 5592, 5594, 56623, 56896, 56937, 57020, 57096, 57105, 57167, 57194, 5728, 57479, 57545, 57697, 57724, 5781, 5824, 5828, 5830, 58513, 5873, 5888, 5889, 5894, 59, 5908, 5922, 5950, 5978, 5979, 5982, 6016, 60681, 6091, 6237, 627, 633, 6389, 6390, 63901, 6391, 63915, 6392, 63976, 64072, 64127, 64131, 64132, 64175, 64412, 6468, 64840, 649, 6496, 6497, 65062, 652, 65217, 65250, 653361, 6591, 6608, 6638, 6654, 6655, 6657, 6711, 672, 673, 675, 6786, 6804, 6935, 6949, 6997, 7043, 7046, 7048, 7050, 729920, 7306, 7337, 7399, 7401, 7428, 7458, 7461, 7468, 7469, 7471, 7473, 7480, 7481, 7516, 7546, 7798, 7846, 7855, 79083, 79147, 79583, 79600, 79628, 79644, 79728, 79770, 7979, 79803, 79848, 79867, 79875, 79879, 79955, 80036, 80153, 80173, 80184, 80210, 8076, 80776, 80781, 8085, 81031, 8216, 8260, 8322, 83715, 83938, 83990, 8402, 84059, 84062, 84068, 84131, 84163, 84172, 84197, 84277, 84314, 84464, 84570, 8468, 8481, 84892, 84942, 84976, 8504, 8510, 8514, 8518, 85365, 8546, 8643, 867, 871, 875, 8777, 8799, 8924, 8928, 8929, 8943, 8945, 89781, 8985, 89866, 9031, 90952, 90993, 91147, 91851, 9215, 92154, 92344, 9276, 92949, 9319, 9338, 9409, 9469, 9496, 9533, 95681, 9569, 9646, 9653, 9723, 9731, 9786, 9851, 9871, 9897, 9935",63,0,470,533
Abnormality of alkaline phosphatase level,"10165, 10312, 142680, 249, 27315, 284098, 3717, 3988, 4041, 4358, 4485, 50964, 5176, 5251, 5311, 5314, 54532, 54872, 55650, 5745, 5925, 6309, 6427, 6514, 7157, 7227, 7415, 7421, 79705, 84720, 84992, 861, 8878, 93210, 94005, 9487, 9488",,"10026, 10507, 1053, 10686, 11200, 11231, 11277, 113220, 1186, 120227, 128869, 1441, 147007, 1497, 1576, 1594, 166929, 171023, 1758, 200931, 2099, 2153, 23387, 23534, 25, 2542, 25839, 2591, 2628, 2859, 3156, 3172, 3178, 3181, 335, 3376, 3592, 3594, 3663, 368, 3930, 4882, 4883, 497661, 4982, 51473, 51604, 5167, 5205, 5244, 5277, 5279, 5281, 5283, 5450, 54790, 55151, 55503, 5557, 55630, 5589, 56172, 56975, 57003, 57511, 57592, 5828, 60681, 613, 617, 633, 63916, 64841, 6522, 6569, 6689, 6718, 6811, 6925, 6928, 7019, 79053, 79258, 79736, 79989, 80025, 8074, 811, 84317, 8647, 867, 8733, 8792, 90, 9091, 91147, 9420, 9842, 9966, 9971",37,0,100,137
Abnormality of blood circulation,"10019, 10095, 1026, 10320, 10370, 10526, 10664, 10878, 11200, 11235, 11277, 1230, 1281, 1282, 1284, 1312, 1376, 1471, 1493, 1497, 1583, 165, 171023, 1743, 1785, 1788, 2006, 2022, 2034, 2048, 207, 2132, 2153, 2155, 2157, 2158, 2159, 2160, 2162, 2165, 2200, 2201, 2202, 2243, 2244, 2266, 22827, 2294, 2316, 23451, 23554, 249, 2492, 25, 2548, 2582, 25942, 26191, 2624, 2626, 2627, 2639, 26585, 2677, 2776, 2811, 284058, 30008, 3043, 3075, 3078, 3162, 324, 3248, 3426, 3458, 3459, 348, 3516, 3586, 3587, 359, 359948, 3662, 3673, 3674, 368, 3690, 3717, 3767, 3815, 3845, 4000, 4015, 4054, 4072, 4087, 4088, 4089, 4179, 4191, 440275, 4615, 4624, 4629, 4693, 472, 4763, 4851, 4854, 4869, 4882, 4883, 493856, 5054, 5096, 5155, 5156, 5167, 51752, 51816, 523, 5290, 5314, 5328, 5345, 5351, 5373, 538, 54567, 54790, 55109, 554, 5573, 5624, 5627, 56937, 57057, 58484, 59, 5914, 5921, 5925, 5979, 6389, 6392, 64131, 64218, 6608, 6678, 6773, 6774, 6775, 6777, 6786, 6833, 6899, 7010, 7015, 7042, 7043, 7046, 7048, 7099, 7248, 7249, 7428, 7450, 7466, 776, 79184, 80270, 8076, 81031, 811, 81608, 8322, 83483, 83605, 83854, 84231, 861, 867, 875, 889, 90952, 94, 9839",,"100131801, 10092, 101101692, 10165, 101928376, 10269, 1027, 1030, 1031, 10559, 10616, 11117, 11231, 11274, 1161, 1181, 1314, 135228, 1482, 149233, 1495, 1499, 1584, 1585, 165918, 1725, 1798, 199221, 2057, 2074, 2147, 2184, 220202, 221037, 2271, 229, 2301, 23095, 23137, 23299, 2335, 23493, 23545, 23600, 254394, 25913, 25974, 26047, 26277, 2629, 2645, 2658, 27030, 2767, 2812, 2815, 285203, 28976, 29127, 2956, 3032, 3106, 3113, 3115, 3257, 337867, 340665, 3431, 351, 355, 3592, 3630, 3651, 3703, 3712, 3762, 3913, 3930, 3998, 4041, 4144, 4149, 421, 4210, 4221, 4292, 4351, 442721, 4436, 4437, 444, 4594, 4595, 4598, 4609, 4638, 4645, 4771, 4774, 4863, 4913, 4926, 5095, 51119, 51163, 5133, 51684, 529, 5371, 5378, 5395, 5424, 5426, 546, 54809, 54820, 54880, 54894, 54949, 55033, 5551, 55654, 55788, 5589, 55901, 5592, 5657, 57105, 57169, 57217, 5728, 57514, 57551, 57572, 58, 5903, 6224, 6239, 6247, 633, 6390, 6391, 64132, 64135, 6427, 64859, 6497, 65062, 657, 6578, 6598, 6605, 667, 6720, 675, 6794, 6809, 70, 7012, 7049, 7092, 7132, 7148, 720, 726, 727676, 7290, 7353, 7439, 7454, 7456, 7543, 7704, 79053, 79228, 79651, 79718, 79797, 79875, 79989, 79991, 80169, 81575, 81704, 81858, 8241, 8302, 8313, 8314, 8328, 83872, 8402, 843, 8517, 8930, 90411, 9056, 9103, 92935, 9420, 9493, 9632, 9968, 999",188,0,204,392
Abnormality of chorioretinal pigmentation,"10166, 1638, 26191, 3458, 355, 4942, 5080, 54551, 65082, 7439, 7490",1462,"125988, 3123, 6492, 7248, 7249",11,1,5,16
Abnormality of chromosome segregation,"10483, 10743, 157570, 2697, 3930, 4204, 6469, 701, 83449, 9319",,"140732, 146059, 1482, 7248",10,0,4,14
